code,date,metric_1,metric_2,metric_3,metric_4,metric 5
E07000009,2009-07-26,0.916708028443,-6.63785896539,-39.3112293041,cat 2,category 13
E07000009,2001-11-05,-1.7183089533,-3.26432049519,-37.9750283948,cat 4,category 15
E07000009,2003-05-14,0.814524873285,-2.94839848124,122.998873607,cat 1,category 0
E07000009,2006-10-18,1.1844452987,-7.97743469836,63.4536294056,cat 1,category 24
E07000009,2011-08-22,-0.575298676441,-15.4865496151,44.4758598086,cat 4,category 21
E07000009,2006-08-19,-0.829081077868,16.9835565782,-55.5369574999,cat 3,category 25
E07000009,2002-11-12,0.011360596125,-1.32951622209,-167.231522372,cat 2,category 14
E07000009,2002-03-16,0.340889405571,-11.9095329462,98.4792077385,cat 3,category 13
E07000009,2001-03-26,1.60269254771,11.602672184,-25.1273970103,cat 2,category 1
E07000009,2003-04-07,-1.28443586107,-3.58948739806,41.3452253012,cat 1,category 14
E07000009,2009-10-17,-0.167952576585,0.60010535146,28.9473643373,cat 1,category 13
